Name,Genre,Year,Score,Director,Actor,Country,Duration,Link,ImageLink,Description
Alphaville,Sci-Fi,1965,7,Jean-Luc Godard,Anna Karina,France,99,https://www.imdb.com/title/tt0058898/,https://imdb-api.com/images/original/MV5BNDg4ODQ4NGMtZDg1My00ZDUxLWJkZjYtOThkNDhhMmFkOGZmXkEyXkFqcGdeQXVyMDM0NzcxMQ@@._V1_Ratio0.6751_AL_.jpg,"Lemmy Caution, an American private-eye, arrives in Alphaville, a futuristic city on another planet. His very American character is at odds with the city's ruler, an evil scientist named Von Braun, who has outlawed love and self-expression."
The Godfather,Crime,1972,9.2,Francis Ford Coppola,Marlon Brando,United States,175,https://www.imdb.com/title/tt0068646/,https://imdb-api.com/images/original/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_Ratio0.6751_AL_.jpg,"The Godfather 'Don' Vito Corleone is the head of the Corleone mafia family in New York. He is at the event of his daughter's wedding. Michael, Vito's youngest son and a decorated WW II Marine is also present at the wedding. Michael seems to be uninterested in being a part of the family business. Vito is a powerful man, and is kind to all those who give him respect but is ruthless against those who do not. But when a powerful and treacherous rival wants to sell drugs and needs the Don's influence for the same, Vito refuses to do it. What follows is a clash between Vito's fading old values and the new ways which may cause Michael to do the thing he was most reluctant in doing and wage a mob war against all the other mafia families which could tear the Corleone family apart."
Cries and Whispers,Drama,1972,8,Ingmar Bergman,Harriet Andersson,Sweden,91,https://www.imdb.com/title/tt0069467/,https://imdb-api.com/images/original/MV5BODU2NDhhNDQtNDIzMi00YTRhLWI3OWQtNDU2ZTUyMmE3MzM2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_Ratio0.6751_AL_.jpg,"In turn-of-the-century Sweden, cancer-stricken, dying Agnes is visited in her isolated rural mansion by her sisters Karin and Maria. As Agnes' condition deteriorates and pain management becomes increasingly more difficult, fear and revulsion grip the sisters, who seem incapable of empathy, and Agnes' only comfort and solace comes from her maid Anna. As the end draws closer, long repressed feelings of grudging resentment and mistrust cause jealousy, selfishness, and bitterness between the siblings to surface."
Grease,Comedy,1978,7.2,Randal Kleiser,John Travolta,United States,110,https://www.imdb.com/title/tt0077631/,https://imdb-api.com/images/original/MV5BZmUyMDEyOTgtZmUwOS00NTdkLThlNzctNTM1ODQ4M2VhMjdhXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_Ratio0.6751_AL_.jpg,"A musical about teens in love in the 1950s. It's California 1958 and greaser Danny Zuko (John Travolta) and Australian Sandy Olsson (Olivia Newton-John) are in love. They spend time at the beach, and when they go back to school, what neither of them knows is that they both now attend Rydell High. Danny's the leader of the T-Birds, a group of black leather jacket-wearing greasers while Sandy hangs with the Pink Ladies, a group of pink-wearing girls led by Rizzo (Stockard Channing). When they clash at Rydell's first pep rally, Danny isn't the same Danny from the beach. They try to be like each other so they can be together."
Miracol,Crime,2021,6.8,Bogdan George Apetri,Ioana Bugarin,Romania,118,https://www.imdb.com/title/tt14355860/,https://imdb-api.com/images/original/MV5BNmU5ZjVjYzEtNjYxZC00YjZjLWI0NjQtZmFlZDVlZDIzZDc5XkEyXkFqcGdeQXVyODA0MjgyNzM@._V1_Ratio0.6751_AL_.jpg,"A young nun sneaks out of her monastery to attend an urgent matter but never makes it back and a police detective's investigation into her fate, uncovers clues and revelations that lead not only to the truth but a miracle as well."
Marita,Drama,2017,6.2,Cristi Iftime,Alexandru Potocean,Romania,100,https://www.imdb.com/title/tt7089738/,https://imdb-api.com/images/original/MV5BYjNlNGIwYzEtZjk5ZS00OTUxLTk4YTctMjVjZGVmZTlmZGFiXkEyXkFqcGdeQXVyMTY5OTQzNzY@._V1_Ratio0.6751_AL_.jpg,"Costi (30) suddenly comes up with the idea of visiting his father, Sandu, and arrange a surprise reunion with the rest of the family that Sandu has neglected all his life. It's Costi's way of running away from his own couple issues for a day."
Urma,Thriller,2019,6.5,Dorian Boguta,Teodor Corban,Romania,105,https://www.imdb.com/title/tt4714924/,https://imdb-api.com/images/original/MV5BZjkzMGQxZDktMTZjOC00ZjIzLTljNzAtZjk2Y2JjOTc1ZGI5XkEyXkFqcGdeQXVyMTk0MDY4OTA@._V1_Ratio0.6751_AL_.jpg,"Anton, a famous pianist, is missing. Mihnea, the policeman who takes over the case gradually learns about the artist's troubled destiny, his bizarre relationships and the decisions that triggered a whirl of surprising events. After the death of his parents, he had become obsessed with the happiness of his married sister Ana, a veterinarian beyond the confines of brotherly love."
Monstri.,Romance,2019,6.4,Marius Olteanu,Judith State,Romania,116,https://www.imdb.com/title/tt8986808/,https://imdb-api.com/images/original/MV5BOWE0MzZkZGItNzdhNS00Yjc2LTgzNmUtMDUyMGYyMzJjMGE4XkEyXkFqcGdeQXVyNTMwOTIyNg@@._V1_Ratio0.6751_AL_.jpg,"A long time married couple comes to decide within 24 hours, through encounters with strangers, that letting go might be their biggest proof of love."
Parking,Romance,2019,6,Tudor Giurgiu,Mihai Smarandache,Romania,110,https://www.imdb.com/title/tt7458796/,https://imdb-api.com/images/original/MV5BOTFkOWU1N2YtMWJjZC00Y2I3LTliOTktZjY5OTQwYzNiZTI1XkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_Ratio0.6751_AL_.jpg,"Adrian is a poor Romanian writer trying to make it in Spain, while grappling with the prejudices that are inflicted both upon and by him. An unabashed romantic with a temper to boot, he divides his time evenly between typing out his woes and attempting to woo the dreamy-but-doomed Maria, a Spanish musician."
Inimi cicatrizate,Biography,2016,7.1,Radu Jude,Serban Pavlu,Romania,141,https://www.imdb.com/title/tt5204020/,https://imdb-api.com/images/original/MV5BMjFkMjNjNzItZTE3MS00OGM0LWJlYTAtZDFlZmEwODhjZDVjXkEyXkFqcGdeQXVyMjQxNjA1MzU@._V1_Ratio0.6751_AL_.jpg,"'Scarred Hearts' is inspired by Romanian author Max Blecher's novel, which is set in 1937. It centers on Emanuel, a man in his early 20s, who spends his days at a sanatorium on the Black Sea coast, suffering from bone tuberculosis. Falling in love with another patient, he narrates his and his fellow patients' attempts to live life to the full as their bodies slowly wither but their minds refuse to give in. Blecher wrote the text, hailed as a masterpiece on publication in Romania in 1939, as autobiographical notes before he died, after 10 years of suffering, at the age of 29."
Doua lozuri,Comedy,2016,7.7,Paul Negoescu,Dragos Bucur,Romania,86,https://www.imdb.com/title/tt5700224/,https://imdb-api.com/images/original/MV5BYmMxZTQ5MzAtNTM4MS00NmI5LTkxOWEtOWM5YzdkZjg1MTg5XkEyXkFqcGdeQXVyNjUyNjYzNTE@._V1_Ratio0.6751_AL_.jpg,"Three men from a provincial town are in urgent need of money and decide to buy a lottery ticket. They win the lottery, but soon after their ticket gets stolen. The three desperate men go on a journey to find their lost lottery ticket and experience all kinds of adventures..."
Bacalaureat,Drama,2016,7.3,Cristian Mungiu,Adrian Titieni,Romania,128,https://www.imdb.com/title/tt4936450/,https://imdb-api.com/images/original/MV5BMTc5ODUyNzA3OF5BMl5BanBnXkFtZTgwNjU5OTM2ODE@._V1_Ratio0.6751_AL_.jpg,"Romeo Aldea (49), a physician living in a small mountain town in Transylvania, has raised his daughter Eliza with the idea that once she turns 18, she will leave to study and live abroad. His plan is close to succeeding - Eliza has won a scholarship to study psychology in the UK. She just has to pass her final exams - a formality for such a good student. On the day before her first written exam, Eliza is assaulted in an attack that could jeopardize her entire future. Now Romeo has to make a decision. There are ways of solving the situation, but none of them using the principles he, as a father, has taught his daughter."
"Politist, adjectiv",Crime,2009,7,Corneliu Porumboiu,Dragos Bucur,Romania,115,https://www.imdb.com/title/tt1337051/,https://imdb-api.com/images/original/MV5BZjk3YzBkMGUtOTdiNC00ZjE1LWI5NGYtZWIyYTllNGMzNDgwXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_Ratio0.6751_AL_.jpg,"In grim, dull Vaslui, Cristi is a young police officer, conscientious, laconic, recently married to Anca, a teacher. He's tailing a kid who smokes pot and may be supplying his friends. Cristi dislikes the assignment: the kid's clearly not a dealer, an arrest would ruin his life, and, Cristi assumes that Romania will soon tolerate marijuana. His superior tells him flatly that the law is the law and to finish the case with a quick arrest. Cristi wants to follow the informant, a youth whose father is a builder. Cristi watches, he smokes, he writes reports, he wants to meet with the prosecutor. Can a cop have a conscience? Is the noun being modified 'procedural' or 'state'?"
Pescuit sportiv,Drama,2008,7,Adrian Sitaru,Adrian Titieni,Romania,84,https://www.imdb.com/title/tt1056231/,https://imdb-api.com/images/original/MV5BMGNmZWM1MmUtNWUzYS00NjQyLThmNzItZTIzOTg2ZjlmNDRjXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_Ratio0.6751_AL_.jpg,"Mihai is a maths teacher from Bucharest, unhappy about the compromises that his school headmistress asks him to make. The story starts on a weekend day when Mihai and his lover, SWEETIE, go out for a picnic just to relax a bit after a very stressful week. But the day takes a different course when Sweetie runs their car over a prostitute, on a side road outside Bucharest. The two lovers fight, as Sweetie wants to cover up the accident, while Mihai, a moralist, can't accept that. Sweetie's aggressiveness wins over meek Mihai, and so they decide to hide the woman's corpse in the forest. The prostitute, however, turns out to be not that badly hurt and recovers. The two dodge, pretending they had found her hurt, and Ana, the hooker, invites herself to the picnic. Ana gradually gets into the couple's life, aggressing Sweetie, warming up to Mihai and being indifferent when they are all together. While meaning well, she lies and manipulates them - but then anyone can see that Ana, even if not really mad, is a bit of a loony. This unveils the two lovers' temper- and couple-related problems, the fact that Sweetie is married to another man and Mihai - a lover anguished by a relationship he'd like to legitimate. Last but not least, Mihai thinks Ana is interesting and sensual, while Sweetie becomes jealous and possessive."
Asfalt tango,Comedy,1996,8,Nae Caranfil,Mircea Diaconu,Romania,100,https://www.imdb.com/title/tt0115577/,https://imdb-api.com/images/original/MV5BNDg4ODEwMWYtMGM0MS00MjJmLTgyYzAtY2ViY2E5OTk0Y2JiXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_Ratio0.6751_AL_.jpg,"A seasoned woman from the show-business world recruits 11 Romanian dancers dreaming of fame and glory to take them to Paris. One of them decides to leave her husband, but he doesn't take it well and sets out to get her back; plenty of hilarious things happen along the way."
Morometii,Drama,1987,8.9,Stere Gulea,Victor Rebengiuc,Romania,142,https://www.imdb.com/title/tt0095657/,https://imdb-api.com/images/original/MV5BMTU4NzZkNWEtZjNmYS00YzFmLWI5NDAtNWY2NDNkYTIyNDcwXkEyXkFqcGdeQXVyMTM3OTE2Mzg@._V1_Ratio0.6751_AL_.jpg,"The story of a family: Problems, marriage, taxes, revenge, friendship, army and much more."
Terminus paradis,Crime,1998,7.8,Lucian Pintilie,Dorina Chirian,Romania,99,https://www.imdb.com/title/tt0151479/,https://imdb-api.com/images/original/MV5BNTZkOWY4N2MtNzc5Ni00NzkwLThkMGItNjliMTkwNGIxYzdkXkEyXkFqcGdeQXVyMTM3OTE2Mzg@._V1_Ratio0.6751_AL_.jpg,"The Bucharest's suburb, a torrid summer day. Norica, a waitress and Mitu, a swineherd, meet and tease each other and starts a beverage competition. Their relationship is not just a one-night stand. It would end with a marriage, if Norica wouldn't want to marry Gili, her 50's boss and boyfriend, and if Mitu wouldn't have to make two years of military service. Mitu's passion for Norica will make him to get in trouble: drove by his obsession for her, he makes something unforgettable. The society's resorts start moving and hunting the couple..."
Ciuleandra,Drama,1985,7.8,Sergiu Nicolaescu,Stefan Iordache,Romania,119,https://www.imdb.com/title/tt0088926/,https://imdb-api.com/images/original/MV5BMzU3YjA5ZDgtYWIzMi00NTRkLWE3ZjItZTA2NzdmMDViNDI5XkEyXkFqcGdeQXVyMTM3OTE2Mzg@._V1_Ratio0.6751_AL_.jpg,"After he kills his beloved wife, Puiu Faranga is helped by his father to fake insanity."
Un comisar acuza,Action,1974,7.6,Sergiu Nicolaescu,Amza Pellea,Romania,114,https://www.imdb.com/title/tt0069909/,https://imdb-api.com/images/original/MV5BMTkwNjc0OTc0Ml5BMl5BanBnXkFtZTgwNjc1ODEzMTE@._V1_Ratio0.6751_AL_.jpg,"The Iron Guard, also known as Legion of Archangel Michael, was a Romanian nationalist and patriotic movement of extreme right; as such, after it rose to power, it supported Nazi Germany and started a fierce campaign of retaliation against its political enemies. As such, in the night of November 26-27, 1940, the Death Teams executed forty political prisoners in the Jilava prison (in the movie, named 'Viraga'), and next day, other two Teams arrested and shot the former minister Virgil Madgearu and the world famous historian Nicolae Iorga (in the movie: Costin Märgeanu and Nicolae Jugu). To squash down the political outcry, the Police Prefect Stefan Zävoianu (Visan Nävodeanu) conveniently assigns the cases to a commissioner from the 'Morals Division' (prostitution, thieves), Tudor Moldovan, hoping that he will fail to get to the bottom of the case. However, Moldovan has communist sympathies, so he quickly comes under the influence of the Bolshevik Pîrvu, who had escaped during the Viraga massacre, only to be later apprehended again by the police. Pîrvu being an old friend and work mate of Moldovan's father, he feeds to the commissioner all the well-known soviet propaganda, during the interrogatories. Thus gained on the left side, Moldovan turns against the Iron Guards, in a short time gathering enough evidence to close the case. Hearing about this, the Iron Guard Senator Naumescu (Nae Ionescu) tries to bribe Moldovan - but the commissioner only accepts the money (one briefcase containing half a million lei, worth his salary for ten years) to use it for financing the communist party. He then delivers the file to the 'Universul' newspaper, but the Legionnaire commissioner Paraipan, his arch enemy, retrieves it before going into print. Learning this, Naumescu orders Moldovan's dispatching. After a long and noisy series of shootouts and street action, Moldovan gradually shoots eight out of the new members of Paraipan's team, sparing only Tänäsescu, who had been assigned as his assistant during the investigation. Loyal to the cause, Tänäsescu informs Naumescu about Moldovan's whereabouts - so the Senator lays a trap for the commissioner, using Tanasescu as bait. At the height of an unequal confrontation, in the heart of the Plumbuita slum, Moldovan is ridden with bullets by a few dozens of Legionnaires."
Reconstituirea,Comedy,1968,7.9,Lucian Pintilie,George Constantin,Romania,100,https://www.imdb.com/title/tt0063493/,https://imdb-api.com/images/original/MV5BNWVlZmE4ODgtYWE5NS00NDk4LWI3NWMtNGFjM2UzMDNjNDBiXkEyXkFqcGdeQXVyMTM3OTE2Mzg@._V1_Ratio0.6751_AL_.jpg,"A prosecutor, policemen and teacher bring the students Vuica and Nicu to a restaurant to re-enact their drunken brawl there, and have it filmed to show the effects of alcoholism."
Atonement,Romance,2007,7.8,Joe Wright,Keira Knightley,United Kingdom,123,https://www.imdb.com/title/tt0783233/,https://imdb-api.com/images/original/MV5BMGRiYjE0YzItMzk3Zi00ZmYwLWJjNDktYTAwYjIwMjIxYzM3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_Ratio0.6751_AL_.jpg,"When Briony Tallis (Saoirse Ronan), thirteen-years-old and an aspiring writer, sees her older sister Cecilia (Keira Knightley) and Robbie Turner (James McAvoy) at the fountain in front of the family estate, she misinterprets what is happening, thus setting into motion a series of misunderstandings and a childish pique that will have lasting repercussions for all of them. Robbie is the son of a family servant toward whom the family has always been kind. They paid for his time at Cambridge and now he plans on going to medical school. After the fountain incident, Briony reads a letter intended for Cecilia and concludes that Robbie is a deviant. When her cousin Lola (Juno Temple) is raped, she tells the Police that it was Robbie she saw committing the deed."
Tulip Fever,Romance,2017,6.2,Justin Chadwick,Alicia Vikander,United Kingdom,105,https://www.imdb.com/title/tt0491203/,https://imdb-api.com/images/original/MV5BZDY3MTAyNmEtZDY1Yi00NGY5LTg1ZDctNDQ2N2FlMmRlYWU0XkEyXkFqcGdeQXVyNTQzOTc3MTI@._V1_Ratio0.6751_AL_.jpg,"In seventeenth century Amsterdam, an orphaned girl Sophia is forcibly married to a rich and powerful merchant Cornelis Sandvoort - an unhappy 'arrangement' that saves her from poverty. After her husband commissions a portrait, she begins a passionate affair with the painter Jan Van Loos, a struggling young artist. Seeking to escape the merchant's ever-reaching grasp, the lovers risk everything and enter the frenzied tulip bulb market, with the hope that the right bulb will make a fortune and buy their freedom."
The Light Between Oceans,Romance,2016,7.2,Derek Cianfrance,Michael Fassbender,United States,133,https://www.imdb.com/title/tt2547584/,https://imdb-api.com/images/original/MV5BNTI1NzQzMjgxOF5BMl5BanBnXkFtZTgwOTY1OTY2OTE@._V1_Ratio0.6751_AL_.jpg,"Tom, a war weary man takes a job as a lighthouse keeper on an island for the solitude. He meets a beautiful young woman, Isabelle and they eventually marry. One day they see a small dingy with an infant and man inside floating in the ocean. They rush to rescue them only to find the man is dead. They struggle over the decision to report it and whether to keep the baby. Heartbroken because she had already had miscarriages twice, Isabelle persuades Tom not to tell anyone about this and leave the girl to herself as if it were their child. He buries the man on the island, and the couple names the girl Lucy. He succumbs to her persuasion just to make her happy. It's only years later that they discover that the child still has a mother looking for her."
Testament of Youth,Biography,2014,7.3,James Kent,Alicia Vikander,United Kingdom,129,https://www.imdb.com/title/tt1441953/,https://imdb-api.com/images/original/MV5BMTAyOTI3OTgwMTdeQTJeQWpwZ15BbWU4MDAwNzM2NDUx._V1_Ratio0.6751_AL_.jpg,"A long, long time ago, back in the spring of 1914, they were so happy together. There was Vera Brittain, an upper class girl with ideas of her own; and her bright brother Edward; and his group of friends among whom Roland Leighton, wonderful, handsome, sensitive Roland Vera had fallen for... Always having great times together talking, laughing, exchanging ideas, walking, eating, swimming together; all of them envisioning the glittering future they deserved: Vera, despite her father's opposition, would study at Oxford, marry Roland and be a famous writer; Roland, as for him, would be acclaimed as a great poet while Edward and his friends would each become a prominent figure in his respective field... But then came that fateful day on 4 August 1914 when Britain declared war on Germany. All those beautiful dreams were to be shattered one after the other. All except one: Vera wound up becoming a writer... A writer but a pacifist as well."
Pride and Prejudice,Romance,2005,7.8,Joe Wright,Keira Knightley,United Kingdom,129,https://www.imdb.com/title/tt0414387/,https://imdb-api.com/images/original/MV5BMTA1NDQ3NTcyOTNeQTJeQWpwZ15BbWU3MDA0MzA4MzE@._V1_Ratio0.6751_AL_.jpg,"The story is based on Jane Austen's novel about five sisters - Jane (Rosamund Pike), Elizabeth (Keira Knightley), Mary (Talulah Riley), Kitty (Carey Mulligan), and Lydia Bennet (Jena Malone) - in Georgian England. Their lives are turned upside down when wealthy young Mr. Bingley (Simon Woods) and his best friend, Mr. Darcy (Matthew Macfadyen), arrive in their neighborhood."
Little Women,Romance,2019,7.8,Greta Gerwig,Emma Watson,United States,135,https://www.imdb.com/title/tt3281548/,https://imdb-api.com/images/original/MV5BY2QzYTQyYzItMzAwYi00YjZlLThjNTUtNzMyMDdkYzJiNWM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.6751_AL_.jpg,"In the years after the Civil War, Jo March (Saoirse Ronan) lives in New York City and makes her living as a writer, while her sister Amy March (Florence Pugh) studies painting in Paris. Amy has a chance encounter with Theodore 'Laurie' Laurence (Timothée Chalamet), a childhood crush who proposed to Jo, but was ultimately rejected. Their oldest sibling, Meg March (Emma Watson), is married to a schoolteacher, while shy sister Beth (Eliza Scanlen) develops a devastating illness that brings the family back together."
I Origins,Drama,2014,7.3,Mike Cahill,Michael Pitt,United States,106,https://www.imdb.com/title/tt2884206/,https://imdb-api.com/images/original/MV5BOTc4NWJjYTctZDhjOS00Y2MyLWEwYWYtNDVmYmJhN2VlYzU5XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_Ratio0.6751_AL_.jpg,"I Origins begins when graduate student, Ian Gray, is researching the evolution of human eyes with Karen and Kenny, in order to prove that eyes have evolved instead of 'appeared' as creationists claim. His fascination with eyes takes him into areas that have profound personal and cultural consequences."
14 Peaks,Adventure,2021,7.8,Torquil Jones,Nirmal Purja,United States,101,https://www.imdb.com/title/tt14079374/,https://imdb-api.com/images/original/MV5BYjM5ZmRmMjMtN2FkMi00ZWMxLTg3NGMtZTVjZmE5Yzc5NDUzXkEyXkFqcGdeQXVyMTA3MTI2ODc5._V1_Ratio0.6751_AL_.jpg,"The documentary is about Project Possible, a plan by Nepali high altitude climber Nirmal Purja to climb all of the world's 14 highest peaks with an altitude greater than 8000m (called eight-thousanders) inside 7 months (i.e. from late spring to late summer, before the winter season begins)."
Everest,Adventure,2015,7.1,Baltasar Kormakur,Jason Clarke,United States,121,https://www.imdb.com/title/tt2719848/,https://imdb-api.com/images/original/MV5BMTNmMzM0ZTktZWY3Yy00ODViLTllZDgtODcwM2QyM2E2YTU2L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_Ratio0.6751_AL_.jpg,"On the morning of May 10, 1996, climbers from two commercial expeditions start their final ascent toward the summit of Mount Everest, the highest point on Earth. With little warning, a violent storm strikes the mountain, engulfing the adventurers in one of the fiercest blizzards ever encountered by man. Challenged by the harshest conditions imaginable, the teams must endure blistering winds and freezing temperatures in an epic battle to survive against nearly impossible odds."
Flipped,Romance,2010,7.7,Rob Reiner,Madeline Carroll,United States,90,https://www.imdb.com/title/tt0817177/,https://imdb-api.com/images/original/MV5BMTU2NjQ1Nzc4MF5BMl5BanBnXkFtZTcwNTM0NDk1Mw@@._V1_Ratio0.6751_AL_.jpg,"In 1957, when second-graders Bryce Loski and Julianna 'Juli' Baker first meet, Juli knows it's love, but Bryce isn't so sure and tries to avoid Juli. By the sixth grade, in 1961, Bryce tries to get rid of Juli by dating Sherry Stalls, whom Juli despises. However, Bryce's best friend, Garrett, takes an interest in Sherry and eventually tells her the truth about Bryce asking her out; she doesn't take it well. From Juli's perspective, Bryce returned her feelings, but was shy. After finding out Bryce and Sherry broke up, she thought she could have Bryce back. But then they reconsider their decisions as time goes on. In 1962, Bryce's grandfather Chet Duncan moves in with the family. Chet has different views about Juli. There's a large, old sycamore tree that Juli loves which no one else understands. One day, it's cut down by a group of landscapers so a house can be built there, despite Juli's opposition. She becomes very depressed afterwards, as the tree let her see the world in a more enlightened way. Her father gives her a painting of the tree."
12 Angry Men,Drama,1957,9,Sidney Lumet,Henry Fonda,United States,96,https://www.imdb.com/title/tt0050083/,https://imdb-api.com/images/original/MV5BMWU4N2FjNzYtNTVkNC00NzQ0LTg0MjAtYTJlMjFhNGUxZDFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_Ratio0.6751_AL_.jpg,"The defense and the prosecution have rested, and the jury is filing into the jury room to decide if a young man is guilty or innocent of murdering his father. What begins as an open-and-shut case of murder soon becomes a detective story that presents a succession of clues creating doubt, and a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, AND each other. Based on the play, all of the action takes place on the stage of the jury room."
Schindler's List,Biography,1993,9,Steven Spielberg,Liam Neeson,United States,195,https://www.imdb.com/title/tt0108052/,https://imdb-api.com/images/original/MV5BNDE4OTMxMTctNmRhYy00NWE2LTg3YzItYTk3M2UwOTU5Njg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_Ratio0.6751_AL_.jpg,"Oskar Schindler is a vain and greedy German businessman who becomes an unlikely humanitarian amid the barbaric German Nazi reign when he feels compelled to turn his factory into a refuge for Jews. Based on the true story of Oskar Schindler who managed to save about 1100 Jews from being gassed at the Auschwitz concentration camp, it is a testament to the good in all of us."
Jackie Brown,Crime,1997,7.5,Quentin Tarantino,Pam Grier,United States,154,https://www.imdb.com/title/tt0119396/,https://imdb-api.com/images/original/MV5BNmY5ODRmYTItNWU0Ni00MWE3LTgyYzUtYjZlN2Q5YTcyM2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_Ratio0.6751_AL_.jpg,"The middle-aged stewardess Jackie Brown smuggles money from Mexico to Los Angeles for the arms dealer Ordell Robbie. When she gets caught by the agents Ray Nicolet and Mark Dargus with ten thousand dollars and cocaine in her purse, they propose a deal to her to help them to arrest Ordell in exchange of her freedom. Meanwhile Ordell asks the 56-year-old Max Cherry, who runs a bail bond business, to release Jackie Brown with the intention of eliminating her. Jackie suspects of Ordell's intention and plots a complicated confidence game with Max to steal half a million dollars from Ordell."
"Marti, dupa Craciun",Romance,2010,6.9,Radu Muntean,Mimi Branescu,Romania,99,https://www.imdb.com/title/tt1470024/,https://imdb-api.com/images/original/MV5BMTUwNDI2MTY0N15BMl5BanBnXkFtZTcwNDU3NDY5NQ@@._V1_Ratio0.6751_AL_.jpg,"Paul, a banker in Bucharest, has been married for ten years to Adriana and they have an adored daughter Mara. The child has tooth problems which are being tended by Raluca, an attractive young orthodontist. Since first seeing her in the summer, Paul has been having a secret affair with her. But, as Christmas approaches, tensions mount. While he loves both women, Raluca tells him what he already knows: that he must choose. When he says to his wife that he is in love with Raluca, she orders him to move out and to say nothing to Mara. The round of Christmas festivities then begins, with the couple pretending outwardly that nothing is wrong. Action is postponed until the Tuesday after Christmas."
Pulp Fiction,Crime,1994,8.9,Quentin Tarantino,John Travolta,United States,154,https://www.imdb.com/title/tt0110912/,https://imdb-api.com/images/original/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_Ratio0.6751_AL_.jpg,"Jules Winnfield (Samuel L. Jackson) and Vincent Vega (John Travolta) are two hit men who are out to retrieve a suitcase stolen from their employer, mob boss Marsellus Wallace (Ving Rhames). Wallace has also asked Vincent to take his wife Mia (Uma Thurman) out a few days later when Wallace himself will be out of town. Butch Coolidge (Bruce Willis) is an aging boxer who is paid by Wallace to lose his fight. The lives of these seemingly unrelated people are woven together comprising of a series of funny, bizarre and uncalled-for incidents."
Rear Window,Mystery,1954,8.5,Alfred Hitchcock,James Stewart,United States,112,https://www.imdb.com/title/tt0047396/,https://imdb-api.com/images/original/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_Ratio0.6751_AL_.jpg,"Professional photographer L.B. 'Jeff' Jefferies breaks his leg while getting an action shot at an auto race. Confined to his New York apartment, he spends his time looking out of the rear window observing the neighbors. He begins to suspect that a man across the courtyard may have murdered his wife. Jeff enlists the help of his high society fashion-consultant girlfriend Lisa Fremont and his visiting nurse Stella to investigate."
Intouchables,Comedy,2011,8.5,Olivier Nakache,Omar Sy,France,112,https://www.imdb.com/title/tt1675434/,https://imdb-api.com/images/original/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_Ratio0.6751_AL_.jpg,"In Paris, the aristocratic and intellectual Philippe is a quadriplegic millionaire who is interviewing candidates for the position of his carer, with his red-haired secretary Magalie. Out of the blue, Driss cuts the line of candidates and brings a document from the Social Security and asks Phillipe to sign it to prove that he is seeking a job position so he can receive his unemployment benefit. Philippe challenges Driss, offering him a trial period of one month to gain experience helping him. Then Driss can decide whether he would like to stay with him or not. Driss accepts the challenge and moves to the mansion, changing the boring life of Phillipe and his employees."
The Hunt,Drama,2012,8.3,Thomas Vinterberg,Mads Mikkelsen,Denmark,115,https://www.imdb.com/title/tt2106476/,https://imdb-api.com/images/original/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_Ratio0.6751_AL_.jpg,"Lucas is a Kindergarten teacher who takes great care of his students. Unfortunately for him, young Klara has a run-away imagination and concocts a lie about her teacher. Before Lucas is even able to understand the consequences, he has become the outcast of the town. The hunt is on to prove his innocence before it's taken from him for good."
